E,ft,Gf,softening,p,b,lch,a0,eta0,sigma0,beta,R_p,S_soft,f_b,beta_eff,Pmax,sigma_N,crack_half_width,Gf_eff,process_zone,ft_over_E,Gf_over_E,lch_over_b,sigma_N_over_ft,b_over_lch,softening_code
20000,2.0,0.08,exponential,2.0,1.0,400.0,509.2958178940651,15.957691216057308,31.915382432114615,4.0,0.6,1.4926577061825816,1.0034271623719684,4.451051922692677,4283.116039462613,0.42831160394626133,1.3708649487873947,0.11941261649460654,597.0630824730326,0.0001,4e-06,400.0,0.21415580197313067,0.0025,1
20000,2.0,0.08,exponential,2.0,2.0,400.0,254.64790894703256,15.957691216057308,31.915382432114615,4.0,0.6,1.4926577061825816,1.006854324743937,4.435901292367868,4289.080713158958,0.4289080713158958,2.7417298975747895,0.11941261649460654,597.0630824730326,0.0001,4e-06,200.0,0.2144540356579479,0.005,1
20000,2.0,0.08,cornelissen,1.0,1.0,400.0,254.64790894703256,15.957691216057308,31.915382432114615,4.0,1.0,0.997959257991111,1.0034429516557408,3.9944270414166057,4474.630343207341,0.44746303432073414,1.377180662296321,0.07983674063928888,399.1837031964444,0.0001,4e-06,400.0,0.22373151716036707,0.0025,2
20000,2.0,0.08,cornelissen,1.0,2.0,400.0,127.32395447351628,15.957691216057308,31.915382432114615,4.0,1.0,0.997959257991111,1.0068859033114816,3.980768473796629,4480.761445171734,0.44807614451717337,2.754361324592642,0.07983674063928888,399.1837031964444,0.0001,4e-06,200.0,0.22403807225858668,0.005,2
20000,2.0,0.08,cornelissen,1.5,1.0,400.0,381.9718634205488,15.957691216057308,31.915382432114615,4.0,0.75,1.2755427934825074,1.003433452321878,4.166919582901693,4399.305775585379,0.4399305775585378,1.3733809287511478,0.1020434234786006,510.217117393003,0.0001,4e-06,400.0,0.2199652887792689,0.0025,2
20000,2.0,0.08,cornelissen,1.5,2.0,400.0,190.9859317102744,15.957691216057308,31.915382432114615,4.0,0.75,1.2755427934825074,1.0068669046437557,4.152710237405276,4405.367461202115,0.44053674612021154,2.7467618575022956,0.1020434234786006,510.217117393003,0.0001,4e-06,200.0,0.22026837306010577,0.005,2
20000,2.0,0.08,cornelissen,2.0,1.0,400.0,509.2958178940651,15.957691216057308,31.915382432114615,4.0,0.6,1.4773213613120106,1.0034271623719684,4.4972591116705765,4265.077195938967,0.42650771959389666,1.3708649487873947,0.11818570890496086,590.9285445248042,0.0001,4e-06,400.0,0.21325385979694833,0.0025,2
20000,2.0,0.08,cornelissen,2.0,2.0,400.0,254.64790894703256,15.957691216057308,31.915382432114615,4.0,0.6,1.4773213613120106,1.006854324743937,4.481951199864735,4271.027988624761,0.42710279886247615,2.7417298975747895,0.11818570890496086,590.9285445248042,0.0001,4e-06,200.0,0.21355139943123808,0.005,2
20000,2.0,0.12,linear,1.0,1.0,600.0,381.97186342054886,19.544100476116796,39.08820095223359,6.0,1.0,1.0,1.0022874675961326,5.986306517819969,3783.347055575092,0.3783347055575092,1.3724805576795824,0.12,600.0,0.0001,6e-06,600.0,0.1891673527787546,0.0016666666666666668,0
20000,2.0,0.12,linear,1.0,2.0,600.0,190.98593171027443,19.544100476116796,39.08820095223359,6.0,1.0,1.0,1.0045749351922653,5.972675397133676,3787.0433469826226,0.37870433469826226,2.744961115359165,0.12,600.0,0.0001,6e-06,300.0,0.18935216734913113,0.0033333333333333335,0
20000,2.0,0.12,linear,1.5,1.0,600.0,572.9577951308232,19.544100476116796,39.08820095223359,6.0,0.75,1.0,1.0022823360535351,7.981782889140625,3336.71200237979,0.333671200237979,1.3694016321210503,0.12,600.0,0.0001,6e-06,600.0,0.1668356001189895,0.0016666666666666668,0
20000,2.0,0.12,linear,1.5,2.0,600.0,286.4788975654116,19.544100476116796,39.08820095223359,6.0,0.75,1.0,1.0045646721070702,7.9636485555678895,3340.0855435838457,0.3340085543583846,2.7388032642421005,0.12,600.0,0.0001,6e-06,300.0,0.1670042771791923,0.0033333333333333335,0
20000,2.0,0.12,linear,2.0,1.0,600.0,763.9437268410977,19.544100476116796,39.08820095223359,6.0,0.6,1.0,1.0022789367461034,9.97726244997723,3018.2344802398375,0.30182344802398375,1.36736204766205,0.12,600.0,0.0001,6e-06,600.0,0.15091172401199188,0.0016666666666666668,0
20000,2.0,0.12,linear,2.0,2.0,600.0,381.97186342054886,19.544100476116796,39.08820095223359,6.0,0.6,1.0,1.004557873492207,9.954628064619492,3021.351000028006,0.3021351000028006,2.7347240953241,0.12,600.0,0.0001,6e-06,300.0,0.1510675500014003,0.0033333333333333335,0
20000,2.0,0.12,exponential,1.0,1.0,600.0,381.97186342054886,19.544100476116796,39.08820095223359,6.0,1.0,0.9960049926738792,1.0022874675961326,6.010317781388933,3776.8622665164025,0.37768622665164026,1.3724805576795824,0.1195205991208655,597.6029956043275,0.0001,6e-06,600.0,0.18884311332582013,0.0016666666666666668,1
20000,2.0,0.12,exponential,1.0,2.0,600.0,190.98593171027443,19.544100476116796,39.08820095223359,6.0,1.0,0.9960049926738792,1.0045749351922653,5.996631985849194,3780.5543366974257,0.37805543366974254,2.744961115359165,0.1195205991208655,597.6029956043275,0.0001,6e-06,300.0,0.18902771683487127,0.0033333333333333335,1
20000,2.0,0.12,exponential,1.5,1.0,600.0,572.9577951308232,19.544100476116796,39.08820095223359,6.0,0.75,1.2443201672289614,1.0022823360535351,6.414573274108106,3672.458689987709,0.3672458689987709,1.3694016321210503,0.14931842006747537,746.5921003373769,0.0001,6e-06,600.0,0.18362293449938544,0.0016666666666666668,1
20000,2.0,0.12,exponential,1.5,2.0,600.0,286.4788975654116,19.544100476116796,39.08820095223359,6.0,0.75,1.2443201672289614,1.0045646721070702,6.399999586362516,3676.073213209694,0.3676073213209694,2.7388032642421005,0.14931842006747537,746.5921003373769,0.0001,6e-06,300.0,0.1838036606604847,0.0033333333333333335,1
20000,2.0,0.12,exponential,2.0,1.0,600.0,763.9437268410977,19.544100476116796,39.08820095223359,6.0,0.6,1.4926577061825816,1.0022789367461034,6.684226670757437,3607.446643896067,0.36074466438960673,1.36736204766205,0.1791189247419098,895.594623709549,0.0001,6e-06,600.0,0.18037233219480336,0.0016666666666666668,1
20000,2.0,0.12,exponential,2.0,2.0,600.0,381.97186342054886,19.544100476116796,39.08820095223359,6.0,0.6,1.4926577061825816,1.004557873492207,6.669062855728723,3611.0113323639466,0.36110113323639464,2.7347240953241,0.1791189247419098,895.594623709549,0.0001,6e-06,300.0,0.18055056661819732,0.0033333333333333335,1
20000,2.0,0.12,cornelissen,1.0,1.0,600.0,381.97186342054886,19.544100476116796,39.08820095223359,6.0,1.0,0.997959257991111,1.0022874675961326,5.99854800672964,3780.0367924233433,0.37800367924233436,1.3724805576795824,0.1197551109589333,598.7755547946666,0.0001,6e-06,600.0,0.18900183962116718,0.0016666666666666668,2
20000,2.0,0.12,cornelissen,1.0,2.0,600.0,190.98593171027443,19.544100476116796,39.08820095223359,6.0,1.0,0.997959257991111,1.0045749351922653,5.984889011558102,3783.7309303993407,0.37837309303993405,2.744961115359165,0.1197551109589333,598.7755547946666,0.0001,6e-06,300.0,0.18918654651996702,0.0033333333333333335,2
20000,2.0,0.12,cornelissen,1.5,1.0,600.0,572.9577951308232,19.544100476116796,39.08820095223359,6.0,0.75,1.2755427934825074,1.0022823360535351,6.257557903916836,3711.9724584761257,0.3711972458476126,1.3694016321210503,0.15306513521790088,765.3256760895044,0.0001,6e-06,600.0,0.1855986229238063,0.0016666666666666668,2
