E,ft,Gf,softening,p,b,lch,a0,eta0,beta,Pmax,sigma_N,crack_half_width,ft_over_E,Gf_over_E,lch_over_b
20000,3.0,0.08,linear,1.5,2.0,177.77777777777777,84.88263631567752,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,2.768999691854618,0.00015,4e-06,88.88888888888889
20000,3.0,0.08,linear,2.0,1.0,177.77777777777777,226.3536968418067,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,1.3806498484613396,0.00015,4e-06,177.77777777777777
20000,3.0,0.08,linear,2.0,2.0,177.77777777777777,113.17684842090335,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,2.7612996969226793,0.00015,4e-06,88.88888888888889
20000,3.0,0.08,exponential,1.0,1.0,177.77777777777777,113.17684842090335,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,1.390321239716264,0.00015,4e-06,177.77777777777777
20000,3.0,0.08,exponential,1.0,2.0,177.77777777777777,56.58842421045168,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,2.780642479432528,0.00015,4e-06,88.88888888888889
20000,3.0,0.08,exponential,1.5,1.0,177.77777777777777,169.76527263135503,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,1.384499845927309,0.00015,4e-06,177.77777777777777
20000,3.0,0.08,exponential,1.5,2.0,177.77777777777777,84.88263631567752,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,2.768999691854618,0.00015,4e-06,88.88888888888889
20000,3.0,0.08,exponential,2.0,1.0,177.77777777777777,226.3536968418067,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,1.3806498484613396,0.00015,4e-06,177.77777777777777
20000,3.0,0.08,exponential,2.0,2.0,177.77777777777777,113.17684842090335,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,2.7612996969226793,0.00015,4e-06,88.88888888888889
20000,3.0,0.08,cornelissen,1.0,1.0,177.77777777777777,113.17684842090335,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,1.390321239716264,0.00015,4e-06,177.77777777777777
20000,3.0,0.08,cornelissen,1.0,2.0,177.77777777777777,56.58842421045168,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,2.780642479432528,0.00015,4e-06,88.88888888888889
20000,3.0,0.08,cornelissen,1.5,1.0,177.77777777777777,169.76527263135503,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,1.384499845927309,0.00015,4e-06,177.77777777777777
20000,3.0,0.08,cornelissen,1.5,2.0,177.77777777777777,84.88263631567752,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,2.768999691854618,0.00015,4e-06,88.88888888888889
20000,3.0,0.08,cornelissen,2.0,1.0,177.77777777777777,226.3536968418067,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,1.3806498484613396,0.00015,4e-06,177.77777777777777
20000,3.0,0.08,cornelissen,2.0,2.0,177.77777777777777,113.17684842090335,10.638460810704872,1.7777777777777777,8999.999999999998,0.8999999999999998,2.7612996969226793,0.00015,4e-06,88.88888888888889
20000,3.0,0.12,linear,1.0,1.0,266.6666666666667,169.76527263135506,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,1.3830256104771907,0.00015,6e-06,266.6666666666667
20000,3.0,0.12,linear,1.0,2.0,266.6666666666667,84.88263631567753,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,2.7660512209543815,0.00015,6e-06,133.33333333333334
20000,3.0,0.12,linear,1.5,1.0,266.6666666666667,254.64790894703256,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,1.378327802133564,0.00015,6e-06,266.6666666666667
20000,3.0,0.12,linear,1.5,2.0,266.6666666666667,127.32395447351628,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,2.756655604267128,0.00015,6e-06,133.33333333333334
20000,3.0,0.12,linear,2.0,1.0,266.6666666666667,339.5305452627101,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,1.3752188314108311,0.00015,6e-06,266.6666666666667
20000,3.0,0.12,linear,2.0,2.0,266.6666666666667,169.76527263135506,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,2.7504376628216622,0.00015,6e-06,133.33333333333334
20000,3.0,0.12,exponential,1.0,1.0,266.6666666666667,169.76527263135506,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,1.3830256104771907,0.00015,6e-06,266.6666666666667
20000,3.0,0.12,exponential,1.0,2.0,266.6666666666667,84.88263631567753,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,2.7660512209543815,0.00015,6e-06,133.33333333333334
20000,3.0,0.12,exponential,1.5,1.0,266.6666666666667,254.64790894703256,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,1.378327802133564,0.00015,6e-06,266.6666666666667
20000,3.0,0.12,exponential,1.5,2.0,266.6666666666667,127.32395447351628,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,2.756655604267128,0.00015,6e-06,133.33333333333334
20000,3.0,0.12,exponential,2.0,1.0,266.6666666666667,339.5305452627101,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,1.3752188314108311,0.00015,6e-06,266.6666666666667
20000,3.0,0.12,exponential,2.0,2.0,266.6666666666667,169.76527263135506,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,2.7504376628216622,0.00015,6e-06,133.33333333333334
20000,3.0,0.12,cornelissen,1.0,1.0,266.6666666666667,169.76527263135506,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,1.3830256104771907,0.00015,6e-06,266.6666666666667
20000,3.0,0.12,cornelissen,1.0,2.0,266.6666666666667,84.88263631567753,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,2.7660512209543815,0.00015,6e-06,133.33333333333334
20000,3.0,0.12,cornelissen,1.5,1.0,266.6666666666667,254.64790894703256,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,1.378327802133564,0.00015,6e-06,266.6666666666667
20000,3.0,0.12,cornelissen,1.5,2.0,266.6666666666667,127.32395447351628,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,2.756655604267128,0.00015,6e-06,133.33333333333334
20000,3.0,0.12,cornelissen,2.0,1.0,266.6666666666667,339.5305452627101,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,1.3752188314108311,0.00015,6e-06,266.6666666666667
20000,3.0,0.12,cornelissen,2.0,2.0,266.6666666666667,169.76527263135506,13.029400317411197,2.666666666666667,7833.494518006402,0.7833494518006402,2.7504376628216622,0.00015,6e-06,133.33333333333334
20000,3.0,0.16,linear,1.0,1.0,355.55555555555554,226.3536968418067,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,1.378748546154703,0.00015,8e-06,355.55555555555554
20000,3.0,0.16,linear,1.0,2.0,355.55555555555554,113.17684842090335,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,2.757497092309406,0.00015,8e-06,177.77777777777777
20000,3.0,0.16,linear,1.5,1.0,355.55555555555554,339.53054526271006,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,1.3747080919312458,0.00015,8e-06,355.55555555555554
20000,3.0,0.16,linear,1.5,2.0,355.55555555555554,169.76527263135503,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,2.7494161838624915,0.00015,8e-06,177.77777777777777
20000,3.0,0.16,linear,2.0,1.0,355.55555555555554,452.7073936836134,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,1.3720331052501342,0.00015,8e-06,355.55555555555554
20000,3.0,0.16,linear,2.0,2.0,355.55555555555554,226.3536968418067,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,2.7440662105002684,0.00015,8e-06,177.77777777777777
20000,3.0,0.16,exponential,1.0,1.0,355.55555555555554,226.3536968418067,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,1.378748546154703,0.00015,8e-06,355.55555555555554
20000,3.0,0.16,exponential,1.0,2.0,355.55555555555554,113.17684842090335,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,2.757497092309406,0.00015,8e-06,177.77777777777777
20000,3.0,0.16,exponential,1.5,1.0,355.55555555555554,339.53054526271006,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,1.3747080919312458,0.00015,8e-06,355.55555555555554
20000,3.0,0.16,exponential,1.5,2.0,355.55555555555554,169.76527263135503,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,2.7494161838624915,0.00015,8e-06,177.77777777777777
20000,3.0,0.16,exponential,2.0,1.0,355.55555555555554,452.7073936836134,15.0450555612735,3.5555555555555554,7027.819284987272,0.7027819284987272,1.3720331052501342,0.00015,8e-06,355.55555555555554
